,latitude,longitude,station_name,climate_id,datetime,temp,year,month,feature_id,map,temperature_celsius_avg,temperature_celsius_min,temperature_celsius_max,temperature_celsius_yoy_avg
94,43.0,-80.0,TORONTO CITY,6158355,2024-09-02 23:00,13.9,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
95,43.0,-80.0,TORONTO CITY,6158355,2024-09-02 23:00,13.9,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
96,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 00:00,12.8,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
97,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 00:00,12.8,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
98,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 01:00,13.0,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
99,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 01:00,13.0,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
100,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 02:00,12.9,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
101,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 02:00,12.9,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
102,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 03:00,13.1,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
103,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 03:00,13.1,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
104,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 04:00,12.2,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
105,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 04:00,12.2,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
106,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 05:00,11.9,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
107,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 05:00,11.9,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
108,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 06:00,11.7,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
109,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 06:00,11.7,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
110,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 07:00,12.2,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
111,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 07:00,12.2,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
112,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 08:00,16.7,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
113,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 08:00,16.7,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
114,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 09:00,18.4,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
115,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 09:00,18.4,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
116,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 10:00,20.1,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
117,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 10:00,20.1,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
118,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 11:00,20.3,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
119,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 11:00,20.3,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
120,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 12:00,21.4,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
121,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 12:00,21.4,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
122,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 13:00,21.7,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
123,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 13:00,21.7,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
124,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 14:00,21.6,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
125,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 14:00,21.6,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
126,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 15:00,22.0,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
127,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 15:00,22.0,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
128,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 16:00,21.4,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
129,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 16:00,21.4,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
130,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 17:00,21.0,2024,9,0e31fef3d05311d892e2080020a0f4c9,030M11,19.276216968011127,8.7,28.3,0.3792725235666836
131,43.0,-80.0,TORONTO CITY,6158355,2024-09-03 17:00,21.0,2024,9,582aeb6dc6ce11d892e2080020a0f4c9,030M04,19.276216968011127,8.7,28.3,0.3792725235666836
