,latitude,longitude,station_name,climate_id,datetime,temp,feature_id,map
830,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 08:00,19.4,0e31fef3d05311d892e2080020a0f4c9,030M11
831,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 08:00,19.4,582aeb6dc6ce11d892e2080020a0f4c9,030M04
832,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 09:00,21.0,0e31fef3d05311d892e2080020a0f4c9,030M11
833,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 09:00,21.0,582aeb6dc6ce11d892e2080020a0f4c9,030M04
834,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 10:00,22.0,0e31fef3d05311d892e2080020a0f4c9,030M11
835,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 10:00,22.0,582aeb6dc6ce11d892e2080020a0f4c9,030M04
836,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 11:00,22.6,0e31fef3d05311d892e2080020a0f4c9,030M11
837,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 11:00,22.6,582aeb6dc6ce11d892e2080020a0f4c9,030M04
838,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 12:00,22.3,0e31fef3d05311d892e2080020a0f4c9,030M11
839,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 12:00,22.3,582aeb6dc6ce11d892e2080020a0f4c9,030M04
840,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 13:00,22.9,0e31fef3d05311d892e2080020a0f4c9,030M11
841,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 13:00,22.9,582aeb6dc6ce11d892e2080020a0f4c9,030M04
842,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 14:00,22.9,0e31fef3d05311d892e2080020a0f4c9,030M11
843,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 14:00,22.9,582aeb6dc6ce11d892e2080020a0f4c9,030M04
844,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 15:00,23.1,0e31fef3d05311d892e2080020a0f4c9,030M11
845,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 15:00,23.1,582aeb6dc6ce11d892e2080020a0f4c9,030M04
846,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 16:00,23.1,0e31fef3d05311d892e2080020a0f4c9,030M11
847,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 16:00,23.1,582aeb6dc6ce11d892e2080020a0f4c9,030M04
848,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 17:00,23.3,0e31fef3d05311d892e2080020a0f4c9,030M11
849,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 17:00,23.3,582aeb6dc6ce11d892e2080020a0f4c9,030M04
850,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 18:00,22.5,0e31fef3d05311d892e2080020a0f4c9,030M11
851,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 18:00,22.5,582aeb6dc6ce11d892e2080020a0f4c9,030M04
852,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 19:00,21.6,0e31fef3d05311d892e2080020a0f4c9,030M11
853,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 19:00,21.6,582aeb6dc6ce11d892e2080020a0f4c9,030M04
854,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 20:00,20.5,0e31fef3d05311d892e2080020a0f4c9,030M11
855,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 20:00,20.5,582aeb6dc6ce11d892e2080020a0f4c9,030M04
856,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 21:00,20.2,0e31fef3d05311d892e2080020a0f4c9,030M11
857,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 21:00,20.2,582aeb6dc6ce11d892e2080020a0f4c9,030M04
858,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 22:00,20.2,0e31fef3d05311d892e2080020a0f4c9,030M11
859,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 22:00,20.2,582aeb6dc6ce11d892e2080020a0f4c9,030M04
860,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 23:00,19.5,0e31fef3d05311d892e2080020a0f4c9,030M11
861,43.0,-80.0,TORONTO CITY,6158355,2024-09-18 23:00,19.5,582aeb6dc6ce11d892e2080020a0f4c9,030M04
862,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 00:00,18.9,0e31fef3d05311d892e2080020a0f4c9,030M11
863,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 00:00,18.9,582aeb6dc6ce11d892e2080020a0f4c9,030M04
864,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 01:00,18.9,0e31fef3d05311d892e2080020a0f4c9,030M11
865,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 01:00,18.9,582aeb6dc6ce11d892e2080020a0f4c9,030M04
